REG_ID_ENR,OTHER_INSTITUTION_AUTRE
476617,SENATORS
476660,OFFICE OF THE SUPERINTENDENT OF FINANCIAL INSTITUTIONS (OSFI)
476664,NATURAL RESOURCES (PARKS)
476664,CANADA LANDS
476667,PARLIAMENT
476676,DEPUTY PRIME MINISTER'S OFFICE
476680,PMRA
476680,CFIA
476689,MP'S
476702,"MEMBERS OF PARLIAMENT, PMO"
476713,"INFRASTRUCTURE CANADA, MEMBERS OF PARLIAMENT"
476720,DEPUTY PRIME MINISTER'S OFFICE
476742,MEMBERS OF PARLIAMENT
476747,null
476758,MP'S
476762,MP'S
476768,SENATE
476771,OFFICE OF THE SUPERINTENDENT OF FINANCIAL INSTITUTIONS (OSFI)
476778,INVESTMENT CANADA
476787,LABOUR CANADA
476794,HOUSE OF COMMONS / CHAMBRE DES COMMUNES
476804,SENATE
476814,CANADA PORTS CORPORATION
476816,CANADIAN AUDIO-VISUAL CERTIFICATION OFFICE
476819,SENATE
476828,CANADA PORTS CORPORATION
476831,CANADA CUSTOMS
476837,MEDICAL RESEARCH COUNCIL
476837,NHRDP
476839,OFFICE OF THE SUPERINTENDENT OF FINANCIAL INSTITUTIONS
476840,OFFICE OF THE SUPERINTENDENT OF FINANCIAL INSTITUTIONS
476841,CROWN ASSET DISPOSAL CORPORATION
476841,CANADIAN COMMERCIAL CORPORATION - DEFENCE CONSTRUCTION
476843,OFFICE OF THE SUPERINTENDENT OF FINANCIAL INSTITUTIONS
476844,OFFICE OF THE SUPERINTENDENT OF FINANCIAL INSTITUTIONS
476846,"MPS, MINISTERS, SENATORS"
476852,DÉPUTÉS ET MEMBRES DU COMITÉ PERMANENT DE LA SANTÉ
476860,"INTERNATIONAL TRADE, DEPUTY MINISTER'S OFFICE"
476868,SUPERINTENDENT OF FINANCIAL INST
476874,LES DÉPUTÉS DU BLOC QUÉBÉCOIS ET LES DÉPUTÉS DU PARTI LIBÉRAL DU CANADA (QUÉBEC)
476876,SAIC
476887,MP'S
476894,PUBLIC SAFETY & EMERGENCY PREPAREDNESS CANADA
476899,"HOUSE OF COMMONS, SENATE"
476925,MEMBERS OF PARLIAMENT & STAFF
476930,MEMBERS OF PARLIAMENT; MPS STAFF
476946,PMO
476949,CANADIAN COUNCIL OF INSURANCE REGULATORS
476949,OFFICE OF THE SUPERINTENDANT OF FINANCIAL INSTITUTIONS
476953,DEPUTY PRIME MINISTER'S OFFICE
476959,null
476959,MEMBERS OF PARLIAMENT
476964,PUBLIC SAFETY & EMERGENCY PREPAREDNESS CANADA
476967,GOVERNMENT SERVICES
476978,VARIOUS MEMBERS OF PARLIAMENT AND GOVERNMENT OFFICIALS
476979,DÉPUTÉS
477002,MEMBERS OF PARLIAMENT
477011,MEMBERS OF PARLIAMENT
477014,DEPUTY PRIME MINISTER'S OFFICE
477015,"INTERNATIONAL TRADE, DEPUTY PRIME MINISTER'S OFFICE"
477021,MEMBERS OF PARLIAMENT
477032,PMO
477059,OFFICE OF THE DEPUTY PRIME MINISTER
477073,OFFICE OF THE SUPERINTENDENT OF FINANCIAL INSTITUTIONS
477076,CUSTOMS & EXCISE RE: PORT ACTIVITY
477076,WESTERN DIVERSIFICATION: AGENCY ESTABLISHMENT
477077,OFFICE OF THE PRIVACY COMMISSIONER
489479,OFFICE OF THE SUPERINTENDENT OF FINANCIAL INSTITUTIONS (OSFI)
489504,MEMBERS OF PARLIAMENT
489528,HISTORIC SITES AND MONUMENTS BOARD OF CANADA
489538,CANADA LANDS
489538,NATIONAL PARKS SERVICE
489558,MINISTER FOR INTERNATIONAL COOPERATION; PRIME MINISTER'S OFFICE
489561,FEDERAL ECONOMIC DEVELOPMENT INITIATIVE FOR NORTHERN ONTARIO
489569,EDC
489597,SENATE
489601,BUREAU OF COMPETITION POLICY
489601,OFFICE OF THE SUPERINTENDENT OF FINANCIAL INSTITUTIONS (OSFI)
489608,"CANADIAN FOOD INSPECTION AGENCY,  INDUSTRY CANADA"
489610,PROVINCIAL GOVERNMENTS
489616,ATOMIC ENERGY OF CANADA LTD.
489637,EXPORT DEVELOPMENT CORPORATION
489637,OFFICE OF THE PRIME MINISTER (PMO)
489645,CANADA CUSTOMS
489656,SENATE
489656,PRIME MINISTERS OFFICE
489657,AUDITOR GENERAL
489662,DEPUTY PRIME MINISTER'S OFFICE
489662,TELECOMMUNICATIONS
489662,HERITAGE CANADA
489676,EXPORT DEVELOPMENT CORPORATION
489680,CANADA CUSTOMS
489691,GOVERNMENT OF THE NORTHWEST TERRITORIES
489691,NUNAVUT OFFICIALS
489697,EXPORT DEVELOPMENT CORPORATION (EDC)
489711,MEDICAL RESEARCH COUNCIL/CANADIAN INSTITUTE OF HEALTH RESEARCH
489731,"CANADA POST CORP., ROYAL CANADIAN MINT"
489755,TOURISM
489772,STANDING COMMITTEE ON TRANSPORTATION
489780,"PRIME MINISTER'S OFFICE, OFFICE OF THE MINISTER OF THE ENVIRONMENT, OFFICE OF THE MINISTER FOR THE S"
489787,PRIME MINISTERS' OFFICE
489792,FONDS DU MILLENAIRE
489801,EXPORT DEVELOPMENT CORPORATION
489812,EDC
489823,OFFICE OF THE DEPUTY PRIME MINISTER
489823,GOVERNMENT LEADER IN THE SENATE
489850,OFFICE OF THE COMMISSIONER FOR AQUACULTURE DEVELOPMENT
489868,MEMBERS OF PARLIAMENT
489870,OFFICE OF THE SUPERINTENDENT OF FINANCIAL INSTITUTIONS (OSFI)
489870,BUREAU OF COMPETITION POLICY
489880,PRIME MINISTER'S OFFICE; DEPUTY PRIME MINISTER'S OFFICE; INDIVIDUAL MEMBERS OF PARLIAMENT
489885,CANADA CUSTOMS
489886,DEPUTY PRIME MINISTER'S OFFICE
489901,FEDERAL ECONOMIC DEVELOPMENT INITIATIVE FOR NORTHERN ONTARIO
489911,"CANADIAN MUSEUM OF NATURE, INTERNATIONAL JOINT COMMISSION"
489936,OFFICE OF THE SUPERINTENDENT OF FINANCIAL INSTITUTIONS (OSFI)
489940,SENATE
489955,ENVIRONMENTAL TECHNOLOGY CENTRE
489966,SENATE
489974,SENATE
489991,CDN CENTRE ON SUBSTANCE ABUSE; SENATE; HOUSE OF COMMONS; CANADIAN WHEAT BOARD
489992,BUREAU OF COMPETITION POLICY
490020,GOVERNMENT WIDE
490036,CANADA LANDS CORPORATION
490050,MP'S
490071,MP'S
490078,SECRETARIAT D'ETAT SCIENCES ET TECHNOLOGIES
490079,LABOUR CANADA
490081,AUDITOR GENERAL OF CANADA
490081,EXPORT DEVELOPMENT CORPORATION
490087,MEMBERS OF PARLIAMENT
490103,CFIA
490104,"PRIME MINISTER'S OFFICE, MPS"
490113,GOVERNMENT HOUSE LEADER
490113,PRIME MINISTERS OFFICE
490121,PMO
490133,SENATE
490136,DEPUTY PRIME MINISTER'S OFFICE
490151,TREASURY BOARD OF CANADA
490160,ENERGY AND NUCLEAR AFFAIRS
490169,CANADA PENSION PLAN SECRETARIAT
490172,SENATE
490174,BUREAU OF COMPETITION POLICY
490174,OFFICE OF THE SUPERINTENDENT OF FINANCIAL INSTITUTIONS (OSFI)
490178,OFFICE OF SUPERINTENDENT OF FI
490180,OFFICE OF SUPERINTENDENT OF FI
490195,CANADIAN COMMERCIAL CORPORATIONS (CCC)
490201,BUREAU OF COMPETITION POLICY
490201,OFFICE OF THE SUPERINTENDENT OF FINANCIAL INSTITUTIONS (OSFI)
490202,VARIOUS MP'S
490207,SENATE
490219,OFFICE OF THE SUPERINTENDENT OF FINANCIAL INSTITUTIONS
490219,BUREAU OF COMPETITION POLICY
490222,EDC
490225,SAR SECRETARIAT
490227,MUSEUM OF CIVILIZATION
490227,CANADIAN WAR MUSEUM
490230,PARLIAMENT OF CANADA
490236,PMO
490247,PRIME MINISTERS'S OFFICE
490248,PRIME MINISTERS'S OFFICE
490256,OFFICE OF THE SUPERINTENDENT OF FINANCIAL INSTITUTIONS (OSFI)
490275,BUREAU OF COMPETITION POLICY
499418,Agence de Développement économique du Canada pour les régions du Québec
499418,Infrastructure et Collectivités
499418,Coopération internationale et Francophonie & Langues officielles
499419,Canadian Forces
499424,AGENCE DE DÉVELOPPEMENT ÉCONOMIQUE DU CANADA POUR LES RÉGIONS DU QUÉBEC (DEC)
499428,CANADIAN COUNCIL OF THE MINISTERS OF ENVIRONMENT (CCME)
499429,NATIONAL CONTINGENCY PLANNING GROUP
499429,TRANSPORT DEVELOPMENT CENTRE
499429,"CANADA NOVA SCOTIA OFFSHORE PETROLEUM BOARD, CANADA NEWFOUNDLAND OFFSHORE PETROLEUM BOARD"
499430,INTERGOUVERNMENTAL  AFFAIRS
499450,Social Development Canada
499450,WD
499450,Fednor
499450,CED - Q
499450,ACOA
499452,PUBLIC SAFETY EMERGENCY PREPAREDNESS CANADA
499453,CANADA BORDER SECURITY AGENCY
499453,PUBLIC SAFETY & EMERCENCY PREPAREDNESS CANADA
499457,PUBIC SAFETY AND EMERCENCY PREPAREDNESS CANADA
499459,PUBLIC SAFETY & EMERCENCY PREPAREDNESS CANADA
499461,PUBLIC SAFETY & EMERCENCY PREPAREDNESS CANADA
499462,Canadian Environment Assessment Agency
499465,PARLIAMENTARY SECRETARY TO THE PRIME MINISTER (CITIES)
499467,Office of the Superintendent of Financial Institutions
499470,PUBLIC SAFETY & EMERGENCY PREPAREDNESS CANADA
499470,NATIONAL CONTINGENCY PLANNING GROUP
499470,"CANADA NOVA SCOTIA OFFSHORE PETROLEUM BOARD, CANADA NEWFOUNDLAND LABRADOR OFFSHORE PETROLEUM BOARD"
499470,TRANSPORT DEVELOPMENT CENTRE
499470,Coasting Trade Agency
499472,LEADER OF THE GOVERNMENT IN THE SENATE
499482,Canada Post
499484,PMO
499490,Services Canada
499490,Aboriginal Affairs
499490,Public Safety and Emergency Preparedness
499492,MEMBERS OF PARLIAMENT
499493,Canadian Revenue Agency
499496,CANADA BORDER SECUIRITY AGENCY
499496,CANADIAN SECURITY ESTABLISHMENT
499496,PUBLIC SAFETY EMERGENCY PREPAREDNESS CANADA
499501,Députés et Sénateurs
499504,Members of both Houses of Parliament and staff
499504,Office of the Superintendent of Financial Institutions
499507, PARLIAMENT
499509, LABOUR CANADA
499510, LABOUR CANADA
499511, ALL PROVINCIAL TERRITORY AGENCIES WHICH REGULATE INSURANCE IN CANADA
499511, FEDERAL OFFICE OF FINANCIAL INSTITUTIONS
499520,SENATE OF CANADA & COMMITTEES
499520,THE PRIME MINISTER'S OFFICE
499520,HOUSE OF COMMONS & COMMITTEES
499521,SENATE OF CANADA & COMMITTEES
499521,HOUSE OF COMMONS & COMMITTEE
499525,PMO
499533,AGENCE DE DÉVELOPPEMENT ÉCONOMIQUE DU CANADA POUR LES RÉGIONS DU QUÉBEC (DEC)
499533,SÉCURITÉ PUBLIQUE
499533,COMMISSION DES LIEUX ET MONUMENTS HISTORIQUES DU CANADA
499533,TOUS LES MINISTRES - LETTRES DE FÉLICITATIONS
499533,AFFAIRES INTERGOUVERNEMENTALES
499533,INFRASTRUCTURE ET COLLECTIVITÉS
499535,PUBLIC SAFETY & EMERCENCY PREPAREDNESS CANADA
499536,Office of the Chief Actuary of Canada
499536,Treasury Board Secretariat of Canada
499537,Office of the Chief Actuary of Canada
499537,Treasury Board Secretariat of Canada
499538,PUBLIC SAFETY & EMERCENCY PREPAREDNESS CANADA
499540,PUBLIC SAFETY & EMERCENCY PREPAREDNESS CANADA
499555,PUBLIC SAFETY EMERGENCY PREPAREDNESS CANADA
499558,Minister responsible for CMHC
499561,COAST GUARD
499562,OFFICE OF THE PRIME MINISTER
499579,GENOME CANADA
499579,CDN FOOD INSPECTION AGENCY
499579,CIHR
499581,PUBLIC SAFETY & EMERGENCY PREPAREDNESS CANADA
499588,CULTURAL SPACES CANADA
499590,Investment Division of Industry Canada
499591,CULTURAL SPACES CANADA
499596,Export Development Corporation
499596,Canada Economic Development for Quebec Region
499598,LABOUR CANADA
499603,Canada Customs and Revenue Agency
499603,Canadian Border Services Agency
499607,Senate
499610,Industry Canada - Technology Partnerships Canada
499610,Natural Resources Canada - CANMET Energy Technology Centre
477084,"TOURISM, CULTURE, ECONOMIC DEVELOPMENT & MUNICIPAL AFFAIRS"
477099,MINISTRY OF LABOUR
477099,MINISTER OF STATE FOR MULTICULTURALISM
477099,HOMELESSNESS SECRETARIAT
477100,OFFICE OF SUPERINTENDENT OF FINANCIAL INSTITUTIONS
477100,MEMBER OF HOUSE OF COMMONS
477100,SENATE
477106,OFFICE OF THE SUPERINTENDENT OF FINANCIAL INSTITUTIONS
477117,DPMO
477117,null
477122,OFFICE OF THE COMMISSIONER FOR AQUACULTURE DEVELOPMENT
477128,DÉVELOPPEMENT SOCIAL
477137,EDC
477167,OFFICE OF THE SUPERINTENDENT OF FINANCIAL INSTITUTIONS (OSFI)
477178,"BANQUE DE DIVELOPEMENT DU CANADA, DIPUTI(E)S FIDERAUX"
477185,OFFICE OF THE SUPERINTENDENT OF FINANCIAL INSTITUTIONS
477185,BUREAU OF COMPETITION POLICY
477189,"OSFI, MPS"
477191,OFFICE OF THE DEPUTY PRIME MINISTER
477191,MINISTER STATE (SPORTS)
477192,OFFICE OF THE SUPERINTENDENT OF FINANCIAL INSTITUTIONS
477192,MEMBERS OF PARLIAMENT AND SENATORS
477193,SENATE
477199,CANADA CUSTOMS AND REVENUE AGENCY
477220,CANADA FOOD INSPECTION AGENCY
477220,INTERNATIONAL TRADE
477224,GOVERNMENT AND OPPOSITION MPS
477237,MEMBERS OF PARLIAMENT
477245,LABOUR CANADA
477260,CANADIAN PASSPORT OFFICE
477261,CANADIAN PASSPORT OFFICE
477269,OFFICE OF THE SUPERINTENDENT OF FINANCIAL INSTITUTIONS (OSFI)
477277,OFFICE OF THE SUPERINTENDENT OF FINANCIAL INSTITUTIONS (OSFI)
477277,SENATE
477280,SENATE
477293,SENATE
477296,BUREAU OF COMPETITION POLICY
477308,OFFICE OF THE SUPERINTENDENT OF FINANCIAL INSTITUTIONS (OSFI)
477308,SENATE
477310,SENATE
477310,OFFICE OF THE SUPERINTENDENT OF FINANCIAL INSTITUTIONS (OSFI)
477313,SENATE
477322,SENATE
477334,CIVIL AVIATION TRIBUNAL
477352,CCRA
477364,FEDERAL PROVNICIAL TERRITORIAL AGRI-FOOD INSPECTION COMMITTEE
477364,CANADIAN FOOD INSPECTION SYSTEM IMPLEMENTATION GROUP
477364,FEDERAL PROVINCIAL TERRITORIAL COMMITTEE ON FOOD SAFETY POLICY
477364,FPTAFIC SUBCOMMITTEE ON ON-FARM FOOD SAFETY
477365,CABINET DU MINISTRE DU COMMERCE INTERNATIONAL
477370,OFFICE OF THE SUPERINTENDENT OF FINANCIAL INSTITUTIONS
477370,MEMBERS OF THE SENATE OR HOUSE OF COMMONS
477379,CENTRE CANADIEN DE PHILANTROPIE
477379,CANADAPT
477379,COMISSION CANADIENNE DU TOURISME
477379,FONDATION BELL CANADA
477379,NOHFC
477379,FONDATION TRILLIUM
477379,SECRÉTARIAT AUX AFFAIRES INTERGOUVERNEMENTALES CANADIENNES
477379,BUREAU DE TECHNOLOGIES D'APPRENTISSAGE (BTA)
477379,FEDNOR
477379,MFCU
477392,HOUSE AND SENATE COMMITTEES
477393,REGIONAL DEVELOPMENT
477398,CJHR
477409,MEMBERS OF PARLIAMENT
477410,OFFICE OF THE DEPUTY PRIME MINISTER
477415,EXPORT DEVELOPMENT CORPORATION
477418,VARIOUS CABINET MINISTER
477448,ROYAL CANADIAN MINT
477451,"OFFICE OF THE HON. ART EGGLETON, PC, MP"
477458,DÉPUTÉS DU BLOC QUÉBÉCOIS:  PIERRE PAQUETTE;PAUL CRÈTE;CLAUDE BACHAND.
477476,PRIME MINISTER'S OFFICE; DEPUTY PRIME MINISTER'S OFFICE; INDIVIDUAL MEMBERS OF PARLIAMENT
477479,TRAVAIL CANADA
477487,TO BE DETERMINED
477501,INTERNATIONAL TRADE
477508,CFIA
477509,MEMBERS OF PARLIAMENT; MPS STAFF
477521,PUBLIC SAFETY AND EMERGENCY PREPARDENESS
477524,DEPUTY PRIME MINISTER'S OFFICE
477526,OTTAWA AREA MP'S
477527,CANADIAN COUNCIL OF INSURANCE REGULATORS
477527,OFFICE OF THE SUPERINTENDANT OF FINANCIAL INSTITUTIONS
477529,NATIONAL TRANSPORTATION AGENCY
477540,OFFICE OF THE SUPERINTENDENT OF FINANCIAL INSTITUTIONS (OSFI)
477543,SENATE
477545,OFFICE OF THE SUPERINTENDENT OF FINANCIAL INSTITUTIONS (OSFI)/BUREAU DU SURINTENDENT DES INSTITUTION
477549,OFFICE OF THE SUPERINTENDENT OF FINANCIAL INSTITUTIONS (OSFI)
477554,LITERACY SECRETARIAT
477554,SENATE
477572, MEMBRE DU COMITE MINISTERIEL DE DEVELOPPEMENT SOCIAL
477580,OFFICE OF THE SUPERINTENDENT OF FINANCIAL INSTITUTIONS (OSFI)
499622,COMMITTEES HOUSE OF COMMONS
499622,BUR. OF COMPETITION POLICY
499622,OFF. SUPERINTENDENT FIN. INST.
499623,CMTES. OF HOUSE OF COMMONS
499623,SUPERINTENDENT OF FIN. INSTITU.
499623,BUREAU OF COMPETITION POL.
499630,OSFI
499636,OSFI
499639,OFF. SUPERINT. FIN. INSTIT.
499640,OFF. SUPERINT. FIN. INSTIT.
499641,OFF. SUPERINT. FIN. INSTIT.
499642,OFF. SUPERINT. FIN. INSTIT.
499644,OFF. SUPERINT. FIN. INSTIT.
499645, PRIME MINISTER`S OFFICE
499645, HEALTH QUEBEC
499645, FINANCE  QUEBEC
499645,CONSEIL CONSULTATIF PHARMACOLOGI
499645,CONDITION FEMININE
499645,MIN. APPROVISIONNEMENT ET SERVIC
499645,MINISTRE INDUSTRIE COMMERCE SCIE
499645,MINISTERE SANTE ET SERVICES SOCI
499645,CONSEIL DU TRESOR
499645,MIN. DE L'EDUCATION
499645,MINISTERE DES FINANCES
499645, TREASURY BOARD QUEBEC
499645, INDUSTRY QUEBEC
499647,STANDARD COUNCIL OF CANADA
499648,Canada Foundation for Innovation
499648,Canada Research Chairs
499651,CANADIAN FOOD INPECTION AGENCY
499658,"NATURAL RESOURCES CANADA, ENERGY SECTOR"
499667,Agence du développement économique pour le Québec
499667,Ministère du développement économique régional
499675,Canada Post
499687,MP's
499689,Forces Armées canadiennes
499713,OFFICE OF THE AUDITOR GENERAL
499718,INFRASTRUCTURES AND COMMUNITIES
499720,Social Development Canada/Sport Canada
499728,Canadian Foundation for Innovation
499728,Canada Council
499730,Smart Regulation
499730,Policy Research Initiative
499730,Canadian Border Security
499731,Deputy Prime Minister's Office
499732,THE CANADIAN FOOD INSPECTION AGENCY
499732,OFFICE OF THE SUPERINTENDANT OF BANKRUPTCY
499732,RCMP
499734,The Senate of Canada
499734,Intergovernmental Affairs
499734,Canada Health Infoway
499734,Canadian Health Council
499734,Canadian Institute for Health Information
499739,Investment Canada
499741,SENATE OF CANADA & COMMITTEES
499741,HOUSE OF COMMONS & COMMITTEE
499742,SENATE OF CANADA & COMMITTEES
499742,HOUSE OF COMMONS & COMMITTEE
499745,OFF. SUPERINT. FIN. INSTIT.
499757,SURINTENDANT DES INST. FINANCIER
499762,PARLIAMENTARY STANDING COMMITTEE
499762,PARLIAMENTARY STANDING COMMITTEE
499762,CANADIAN AIR TRANSPORT AGENCY
499765,Office of the Superintendent of Financial Institutions
499766,PMO
499766,Copyright Board
499766,Labour Relations Board
499766,Communications Research Council
499766,Intergovernmental Affairs
499771,CANADIAN INSTITUTIONS FOR HEALTH RESEARCH
499771,GENOME CANADA
499771,MINISTER'S OFFICE
499771,SENATE
499771,CANADIAN FOUNDATION FOR INNOVATION
499771,"HEALTH, FINANCE, INDUSTRY"
499775,The Canadian Coast Guard
499775,The Department of National Defence Joint Task Force
499776,Office of the Superintendent of Financial Institutions
499777,Office of the Superintendent of Financial Institutions
499778,Office of the Superintendent of Financial Institutions
499779,Office of the Superintendent of Financial Institutions
499780,Office of the Superintendent of Financial Institutions
499781,Office of the Superintendent of Financial Institutions
499782,Office of the Superintendent of Financial Institutions
499783,Office of the Superintendent of Financial Institutions
499784,Office of the Superintendent of Financial Institutions
499785,Office of the Superintendent of Financial Institutions
499786,Office of the Superintendent of Financial Institutions
499787,Office of the Superintendent of Financial Institutions
499788,Office of the Superintendent of Financial Institutions
499789,Office of the Superintendent of Financial Institutions
499790,Office of the Superintendent of Financial Institutions
499791,Office of the Superintendent of Financial Institutions
511737,Canada Health Infoway
511737,Intergovernmental Affairs
511737,Canadian Health Council
511737,Canadian Institute for Health Information
511738,Canadian Patient Safety Institute
511738,Canada Health Infoway
511738,Intergovernmental Affairs
511738,Canadian Health Council
511738,Canadian Institute for Health Information
511739,Canadian Patient Safety Institute
511739,Canada Health Infoway
511739,Intergovernmental Affairs
511739,Canadian Health Council
511739,Canadian Institute for Health Information
511740,Intergovernmental Affairs
511740,Canada Health Infoway
511740,Canadian Patient Safety Institute
511740,Canadian Institute for Health Information
511740,Canadian Health Council
511741,Canadian Patient Safety Institute
511741,Canada Health Infoway
511741,Intergovernmental Affairs
511741,Canadian Health Council
511741,Canadian Institute for Health Information
511742,Intergovernmental Affairs
511742,Canadian Institute for Health Information
511742,Canada Health Infoway
511742,Canadian Health Council
511742,Canadian Patient Safety Institute
511747,Investment Review Division of Industry Canada
511762,Office of the Prime Minister
511782,Canada Border Security Agency
511783,Canada Border Security Agency
511784,Canada Border Security Agency
511785,Canada Border Security Agency
511786,Canada Border Security Agency
511787,Canada Border Security Agency
511788,Canada Border Security Agency
511792,Office of the Superintendent of Financial Institutions
511792,Canadian Mortgage and Housing Corporation
511804,Canadian Border Security Agency
511804,Canadian Air Transport Security
511805,FedNor - Federal Economic Development Initiative for Northern Ontario
511810,CANADIAN BORDER SERVICES AGENCY
511824,Canadian Border Services
511825,Human Resources and Social Development Canada
511826,Canadian Mortgage and Housing Corporation
511826,Status of Women
